From	To
SNAG_HUMAN	NAPG
SNAPN_HUMAN	SNAPIN
SND1_HUMAN	SND1
SNF8_HUMAN	SNF8
SNG2_HUMAN	SYNGR2
SNP23_HUMAN	SNAP23
SNP29_HUMAN	SNAP29
SNR40_HUMAN	SNRNP40
SNRPA_HUMAN	SNRPA
SNTA1_HUMAN	SNTA1
SNTB1_HUMAN	SNTB1
SNTB2_HUMAN	SNTB2
SNUT1_HUMAN	SART1
SNUT2_HUMAN	USP39
SNX1_HUMAN	SNX1
SNX12_HUMAN	SNX12
SNX17_HUMAN	SNX17
SNX18_HUMAN	SNX18
SNX2_HUMAN	SNX2
SNX27_HUMAN	SNX27
SNX3_HUMAN	SNX3
SNX5_HUMAN	SNX5
SNX6_HUMAN	SNX6
SNX9_HUMAN	SNX9
SODC_HUMAN	SOD1
SODE_HUMAN	SOD3
SODM_HUMAN	SOD2
SOGA3_HUMAN	SOGA3
SON_HUMAN	SON
SORCN_HUMAN	SRI
SP100_HUMAN	SP100
SPAG7_HUMAN	SPAG7
SPAST_HUMAN	SPAST
SPAT5_HUMAN	SPATA5
SPB12_HUMAN	SERPINB12
SPB6_HUMAN	SERPINB6
SPB9_HUMAN	SERPINB9
SPCS_HUMAN	SEPSECS
SPCS2_HUMAN	SPCS2
SPEB_HUMAN	AGMAT
SPEE_HUMAN	SRM
SPEG_HUMAN	SPEG
SPF45_HUMAN	RBM17
SPG7_HUMAN	SPG7
SPN90_HUMAN	NCKIPSD
SPRC_HUMAN	SPARC
SPRE_HUMAN	SPR
SPRL1_HUMAN	SPARCL1
SPRY4_HUMAN	SPRYD4
SPS1_HUMAN	SEPHS1
SPS2_HUMAN	SEPHS2
SPS2L_HUMAN	SPATS2L
SPSY_HUMAN	SMS
SPT20_HUMAN	SPATA20
SPT5H_HUMAN	SUPT5H
SPT6H_HUMAN	SUPT6H
SPTA1_HUMAN	SPTA1
SPTB1_HUMAN	SPTB
SPTB2_HUMAN	SPTBN1
SPTN1_HUMAN	SPTAN1
SQSTM_HUMAN	SQSTM1
SR140_HUMAN	U2SURP
SRA1_HUMAN	SRA1
SRAC1_HUMAN	SERAC1
SRBS1_HUMAN	SORBS1
SRBS2_HUMAN	SORBS2
SRC8_HUMAN	CTTN
SRCA_HUMAN	SRL
SRCH_HUMAN	HRC
SRP09_HUMAN	SRP9
SRP14_HUMAN	SRP14
SRP54_HUMAN	SRP54
SRP68_HUMAN	SRP68
SRP72_HUMAN	SRP72
SRPRA_HUMAN	SRPRA
SRPRB_HUMAN	SRPRB
SRR_HUMAN	SRR
SRRM1_HUMAN	SRRM1
SRRM2_HUMAN	SRRM2
SRRT_HUMAN	SRRT
SRS10_HUMAN	SRSF10
SRS11_HUMAN	SRSF11
SRSF1_HUMAN	SRSF1
SRSF3_HUMAN	SRSF3
SRSF5_HUMAN	SRSF5
SRSF7_HUMAN	SRSF7
SSBP_HUMAN	SSBP1
SSDH_HUMAN	ALDH5A1
SSH3_HUMAN	SSH3
SSPN_HUMAN	SSPN
SSRA_HUMAN	SSR1
SSRG_HUMAN	SSR3
SSRP1_HUMAN	SSRP1
ST1A3_HUMAN	SULT1A3
ST38L_HUMAN	STK38L
STA5B_HUMAN	STAT5B
STAC3_HUMAN	STAC3
STAM1_HUMAN	STAM
STAM2_HUMAN	STAM2
STAR7_HUMAN	STARD7
STAT1_HUMAN	STAT1
STAT3_HUMAN	STAT3
STAT6_HUMAN	STAT6
STAU1_HUMAN	STAU1
STAU2_HUMAN	STAU2
STBD1_HUMAN	STBD1
STEA3_HUMAN	STEAP3
STEA4_HUMAN	STEAP4
STIM1_HUMAN	STIM1
STIP1_HUMAN	STIP1
STK11_HUMAN	STK11
STK38_HUMAN	STK38
STML2_HUMAN	STOML2
STMN1_HUMAN	STMN1
STOM_HUMAN	STOM
STON2_HUMAN	STON2
STRAP_HUMAN	STRAP
STRN3_HUMAN	STRN3
STRN4_HUMAN	STRN4
STRP1_HUMAN	STRIP1
STRP2_HUMAN	STRIP2
STT3A_HUMAN	STT3A
STT3B_HUMAN	STT3B
STX11_HUMAN	STX11
STX12_HUMAN	STX12
STX16_HUMAN	STX16
STX18_HUMAN	STX18
STX4_HUMAN	STX4
STX7_HUMAN	STX7
STXB2_HUMAN	STXBP2
STXB3_HUMAN	STXBP3
SUCA_HUMAN	SUCLG1
SUCB1_HUMAN	SUCLA2
SUCB2_HUMAN	SUCLG2
SUCHY_HUMAN	SUGCT
SUGP2_HUMAN	SUGP2
SUMF2_HUMAN	SUMF2
SUN1_HUMAN	SUN1
SUN2_HUMAN	SUN2
SUOX_HUMAN	SUOX
SURF1_HUMAN	SURF1
SURF4_HUMAN	SURF4
SUV3_HUMAN	SUPV3L1
SVIL_HUMAN	SVIL
SYAC_HUMAN	AARS1
SYAM_HUMAN	AARS2
SYAP1_HUMAN	SYAP1
SYCC_HUMAN	CARS1
SYCM_HUMAN	CARS2
SYDC_HUMAN	DARS1
SYDM_HUMAN	DARS2
SYEM_HUMAN	EARS2
SYEP_HUMAN	EPRS1
SYFA_HUMAN	FARSA
SYFB_HUMAN	FARSB
SYFM_HUMAN	FARS2
SYHM_HUMAN	HARS2
SYIC_HUMAN	IARS1
SYIM_HUMAN	IARS2
SYJ2B_HUMAN	SYNJ2BP
SYK_HUMAN	KARS1
SYLC_HUMAN	LARS1
SYLM_HUMAN	LARS2
SYMC_HUMAN	MARS1
SYMM_HUMAN	MARS2
SYNC_HUMAN	NARS1
SYNCI_HUMAN	SYNC
SYNE1_HUMAN	SYNE1
SYNE2_HUMAN	SYNE2
SYNEM_HUMAN	SYNM
SYNM_HUMAN	NARS2
SYNP2_HUMAN	SYNPO2
SYNPO_HUMAN	SYNPO
SYP2L_HUMAN	SYNPO2L
SYPL1_HUMAN	SYPL1
SYPL2_HUMAN	SYPL2
SYPM_HUMAN	PARS2
SYQ_HUMAN	QARS1
SYRC_HUMAN	RARS1
SYSC_HUMAN	SARS1
SYSM_HUMAN	SARS2
SYTC_HUMAN	TARS1
SYTC2_HUMAN	TARS3
SYTM_HUMAN	TARS2
SYUA_HUMAN	SNCA
SYUB_HUMAN	SNCB
SYUG_HUMAN	SNCG
SYVC_HUMAN	VARS1
SYWC_HUMAN	WARS1
SYWM_HUMAN	WARS2
SYYC_HUMAN	YARS1
SYYM_HUMAN	YARS2
T106B_HUMAN	TMEM106B
T126A_HUMAN	TMEM126A
T126B_HUMAN	TMEM126B
T161A_HUMAN	TMEM161A
T22D4_HUMAN	TSC22D4
T2EA_HUMAN	GTF2E1
T2FB_HUMAN	GTF2F2
T3HPD_HUMAN	L3HYPDH
TAB1_HUMAN	TAB1
TACC2_HUMAN	TACC2
TACO1_HUMAN	TACO1
TADBP_HUMAN	TARDBP
TAF7_HUMAN	TAF7
TAGL_HUMAN	TAGLN
TAGL2_HUMAN	TAGLN2
TALDO_HUMAN	TALDO1
TAM41_HUMAN	TAMM41
TAOK1_HUMAN	TAOK1
TAP1_HUMAN	TAP1
TAPT1_HUMAN	TAPT1
TARSH_HUMAN	ABI3BP
TATD1_HUMAN	TATDN1
TATD3_HUMAN	TATDN3
TAU_HUMAN	MAPT
TAZ_HUMAN	TAFAZZIN
TB10B_HUMAN	TBC1D10B
TB182_HUMAN	TNKS1BP1
TBA1C_HUMAN	TUBA1C
TBA4A_HUMAN	TUBA4A
TBA8_HUMAN	TUBA8
TBB1_HUMAN	TUBB1
TBB2A_HUMAN	TUBB2A
TBB3_HUMAN	TUBB3
TBB4A_HUMAN	TUBB4A
TBB4B_HUMAN	TUBB4B
TBB5_HUMAN	TUBB
TBB6_HUMAN	TUBB6
TBC13_HUMAN	TBC1D13
TBC15_HUMAN	TBC1D15
TBC17_HUMAN	TBC1D17
TBC23_HUMAN	TBC1D23
TBC24_HUMAN	TBC1D24
TBC9B_HUMAN	TBC1D9B
TBCA_HUMAN	TBCA
TBCB_HUMAN	TBCB
TBCC_HUMAN	TBCC
TBCD_HUMAN	TBCD
TBCD1_HUMAN	TBC1D1
TBCD4_HUMAN	TBC1D4
TBCD5_HUMAN	TBC1D5
TBCE_HUMAN	TBCE
TBCEL_HUMAN	TBCEL
TBL3_HUMAN	TBL3
TBX15_HUMAN	TBX15
TCAL3_HUMAN	TCEAL3
TCEA3_HUMAN	TCEA3
TCP4_HUMAN	SUB1
TCPA_HUMAN	TCP1
TCPB_HUMAN	CCT2
TCPD_HUMAN	CCT4
TCPE_HUMAN	CCT5
TCPG_HUMAN	CCT3
TCPH_HUMAN	CCT7
TCPQ_HUMAN	CCT8
TCPZ_HUMAN	CCT6A
TCRG1_HUMAN	TCERG1
TCTP_HUMAN	TPT1
TDIF1_HUMAN	DNTTIP1
TDRD5_HUMAN	TDRD5
TEBP_HUMAN	PTGES3
TECR_HUMAN	TECR
TELT_HUMAN	TCAP
TENS1_HUMAN	TNS1
TENX_HUMAN	TNXB
TERA_HUMAN	VCP
TES_HUMAN	TES
TETN_HUMAN	CLEC3B
TF65_HUMAN	RELA
TFAM_HUMAN	TFAM
TFG_HUMAN	TFG
TFR1_HUMAN	TFRC
TGFI1_HUMAN	TGFB1I1
TGM2_HUMAN	TGM2
THAP4_HUMAN	THAP4
THBG_HUMAN	SERPINA7
THEM6_HUMAN	THEM6
THG1_HUMAN	THG1L
THIC_HUMAN	ACAT2
THIK_HUMAN	ACAA1
THIL_HUMAN	ACAT1
THIM_HUMAN	ACAA2
THIO_HUMAN	TXN
THIOM_HUMAN	TXN2
THNS1_HUMAN	THNSL1
THNS2_HUMAN	THNSL2
THOC2_HUMAN	THOC2
THOC3_HUMAN	THOC3
THOC4_HUMAN	ALYREF
THOC6_HUMAN	THOC6
THOP1_HUMAN	THOP1
THRB_HUMAN	F2
THTM_HUMAN	MPST
THTPA_HUMAN	THTPA
THTR_HUMAN	TST
THUM1_HUMAN	THUMPD1
THYN1_HUMAN	THYN1
TI17A_HUMAN	TIMM17A
TI17B_HUMAN	TIMM17B
TIDC1_HUMAN	TIMMDC1
TIF1B_HUMAN	TRIM28
TIGAR_HUMAN	TIGAR
TIM13_HUMAN	TIMM13
TIM14_HUMAN	DNAJC19
TIM16_HUMAN	PAM16
TIM23_HUMAN	TIMM23
TIM44_HUMAN	TIMM44
TIM50_HUMAN	TIMM50
TIM9_HUMAN	TIMM9
TIMP3_HUMAN	TIMP3
TINAL_HUMAN	TINAGL1
TIPRL_HUMAN	TIPRL
TITIN_HUMAN	TTN
TJAP1_HUMAN	TJAP1
TKFC_HUMAN	TKFC
TKT_HUMAN	TKT
TLN1_HUMAN	TLN1
TLN2_HUMAN	TLN2
TM109_HUMAN	TMEM109
TM143_HUMAN	TMEM143
TM14C_HUMAN	TMEM14C
TM160_HUMAN	TMEM160
TM1L2_HUMAN	TOM1L2
TM205_HUMAN	TMEM205
TM214_HUMAN	TMEM214
TM230_HUMAN	TMEM230
TM245_HUMAN	TMEM245
TM263_HUMAN	TMEM263
TM38A_HUMAN	TMEM38A
TM40L_HUMAN	TOMM40L
TM9S4_HUMAN	TM9SF4
TMA7_HUMAN	TMA7
TMCC1_HUMAN	TMCC1
TMED1_HUMAN	TMED1
TMED2_HUMAN	TMED2
TMED4_HUMAN	TMED4
TMED5_HUMAN	TMED5
TMED7_HUMAN	TMED7
TMED9_HUMAN	TMED9
TMEDA_HUMAN	TMED10
TMLH_HUMAN	TMLHE
TMM11_HUMAN	TMEM11
TMM33_HUMAN	TMEM33
TMM43_HUMAN	TMEM43
TMM65_HUMAN	TMEM65
TMM68_HUMAN	TMEM68
TMM70_HUMAN	TMEM70
TMOD1_HUMAN	TMOD1
TMOD2_HUMAN	TMOD2
TMOD3_HUMAN	TMOD3
TMOD4_HUMAN	TMOD4
TMUB1_HUMAN	TMUB1
TMUB2_HUMAN	TMUB2
TMX1_HUMAN	TMX1
TMX2_HUMAN	TMX2
TMX3_HUMAN	TMX3
TMX4_HUMAN	TMX4
TNAP2_HUMAN	TNFAIP2
TNG2_HUMAN	TANGO2
TNNC1_HUMAN	TNNC1
TNNC2_HUMAN	TNNC2
TNNI1_HUMAN	TNNI1
TNNI2_HUMAN	TNNI2
TNNT1_HUMAN	TNNT1
TNNT3_HUMAN	TNNT3
TNPO1_HUMAN	TNPO1
TNPO3_HUMAN	TNPO3
TNS2_HUMAN	TNS2
TOIP1_HUMAN	TOR1AIP1
TOIP2_HUMAN	TOR1AIP2
TOLIP_HUMAN	TOLLIP
TOM1_HUMAN	TOM1
TOM20_HUMAN	TOMM20
TOM22_HUMAN	TOMM22
TOM34_HUMAN	TOMM34
TOM40_HUMAN	TOMM40
TOM5_HUMAN	TOMM5
TOM6_HUMAN	TOMM6
TOM70_HUMAN	TOMM70
TOP2B_HUMAN	TOP2B
TOR1A_HUMAN	TOR1A
TP4A2_HUMAN	PTP4A2
TP53B_HUMAN	TP53BP1
TPC_HUMAN	SLC25A19
TPC11_HUMAN	TRAPPC11
TPD52_HUMAN	TPD52
TPD53_HUMAN	TPD52L1
TPD54_HUMAN	TPD52L2
TPIS_HUMAN	TPI1
TPM1_HUMAN	TPM1
TPM2_HUMAN	TPM2
TPM3_HUMAN	TPM3
TPM4_HUMAN	TPM4
TPMT_HUMAN	TPMT
TPP1_HUMAN	TPP1
TPP2_HUMAN	TPP2
TPPC4_HUMAN	TRAPPC4
TPPC8_HUMAN	TRAPPC8
TPPP_HUMAN	TPPP
TPPP3_HUMAN	TPPP3
TPR_HUMAN	TPR
TPRGL_HUMAN	TPRG1L
TPRKB_HUMAN	TPRKB
TR112_HUMAN	TRMT112
TR150_HUMAN	THRAP3
TRA2B_HUMAN	TRA2B
TRAF6_HUMAN	TRAF6
TRAM1_HUMAN	TRAM1
TRAP1_HUMAN	TRAP1
TRDN_HUMAN	TRDN
TRFE_HUMAN	TF
TRFL_HUMAN	LTF
TRI25_HUMAN	TRIM25
TRI32_HUMAN	TRIM32
TRI54_HUMAN	TRIM54
TRI55_HUMAN	TRIM55
TRI65_HUMAN	TRIM65
TRI72_HUMAN	TRIM72
TRIM3_HUMAN	TRIM3
TRIM7_HUMAN	TRIM7
TRIO_HUMAN	TRIO
TRIPB_HUMAN	TRIP11
TRIPC_HUMAN	TRIP12
TRM1_HUMAN	TRMT1
TRM1L_HUMAN	TRMT1L
TRNT1_HUMAN	TRNT1
TRPT1_HUMAN	TRPT1
TRXR1_HUMAN	TXNRD1
TRXR2_HUMAN	TXNRD2
TRY3_HUMAN	PRSS3
TRYB2_HUMAN	TPSB2
TS101_HUMAN	TSG101
TSC2_HUMAN	TSC2
TSH3_HUMAN	TSHZ3
TSN_HUMAN	TSN
TSN7_HUMAN	TSPAN7
TSNAX_HUMAN	TSNAX
TSP1_HUMAN	THBS1
TSP4_HUMAN	THBS4
TTC1_HUMAN	TTC1
TTC37_HUMAN	TTC37
TTC38_HUMAN	TTC38
TTC9A_HUMAN	TTC9
TTHY_HUMAN	TTR
TTL12_HUMAN	TTLL12
TUT4_HUMAN	TUT4
TWF2_HUMAN	TWF2
TX264_HUMAN	TEX264
TXD12_HUMAN	TXNDC12
TXD17_HUMAN	TXNDC17
TXLNA_HUMAN	TXLNA
TXLNB_HUMAN	TXLNB
TXN4B_HUMAN	TXNL4B
TXND5_HUMAN	TXNDC5
TXNIP_HUMAN	TXNIP
TXNL1_HUMAN	TXNL1
TXTP_HUMAN	SLC25A1
TYPH_HUMAN	TYMP
U2AF2_HUMAN	U2AF2
U520_HUMAN	SNRNP200
U5S1_HUMAN	EFTUD2
UACA_HUMAN	UACA
UAP1_HUMAN	UAP1
UB2D2_HUMAN	UBE2D2
UB2G1_HUMAN	UBE2G1
UB2L3_HUMAN	UBE2L3
UB2R1_HUMAN	CDC34
UB2R2_HUMAN	UBE2R2
UB2V1_HUMAN	UBE2V1
UB2V2_HUMAN	UBE2V2
UBA1_HUMAN	UBA1
UBA3_HUMAN	UBA3
UBA5_HUMAN	UBA5
UBA6_HUMAN	UBA6
UBAC1_HUMAN	UBAC1
UBAP2_HUMAN	UBAP2
UBC12_HUMAN	UBE2M
UBC9_HUMAN	UBE2I
UBCP1_HUMAN	UBLCP1
UBE2F_HUMAN	UBE2F
UBE2H_HUMAN	UBE2H
UBE2K_HUMAN	UBE2K
UBE2N_HUMAN	UBE2N
UBE2O_HUMAN	UBE2O
UBE3A_HUMAN	UBE3A
UBE3C_HUMAN	UBE3C
UBE4A_HUMAN	UBE4A
UBE4B_HUMAN	UBE4B
UBF1_HUMAN	UBTF
UBFD1_HUMAN	UBFD1
UBL4A_HUMAN	UBL4A
UBL5_HUMAN	UBL5
UBL7_HUMAN	UBL7
UBP10_HUMAN	USP10
UBP11_HUMAN	USP11
UBP13_HUMAN	USP13
UBP14_HUMAN	USP14
UBP15_HUMAN	USP15
UBP19_HUMAN	USP19
UBP2_HUMAN	USP2
UBP24_HUMAN	USP24
UBP25_HUMAN	USP25
UBP28_HUMAN	USP28
UBP2L_HUMAN	UBAP2L
UBP4_HUMAN	USP4
UBP47_HUMAN	USP47
UBP5_HUMAN	USP5
UBP7_HUMAN	USP7
UBQL1_HUMAN	UBQLN1
UBQL2_HUMAN	UBQLN2
UBQL4_HUMAN	UBQLN4
UBR1_HUMAN	UBR1
UBR3_HUMAN	UBR3
UBR4_HUMAN	UBR4
UBX2A_HUMAN	UBXN2A
UBX2B_HUMAN	UBXN2B
UBXN1_HUMAN	UBXN1
UBXN4_HUMAN	UBXN4
UBXN6_HUMAN	UBXN6
UBXN7_HUMAN	UBXN7
UCHL1_HUMAN	UCHL1
UCHL3_HUMAN	UCHL3
UCHL5_HUMAN	UCHL5
UCKL1_HUMAN	UCKL1
UCRI_HUMAN	UQCRFS1
UEVLD_HUMAN	UEVLD
UFC1_HUMAN	UFC1
UFD1_HUMAN	UFD1
UFL1_HUMAN	UFL1
UFM1_HUMAN	UFM1
UFSP2_HUMAN	UFSP2
UGGG1_HUMAN	UGGT1
UGPA_HUMAN	UGP2
UIF_HUMAN	FYTTD1
ULA1_HUMAN	NAE1
ULK3_HUMAN	ULK3
UMPS_HUMAN	UMPS
UN45A_HUMAN	UNC45A
UN45B_HUMAN	UNC45B
UNG_HUMAN	UNG
UQCC1_HUMAN	UQCC1
UQCC2_HUMAN	UQCC2
UQCC3_HUMAN	UQCC3
URFB1_HUMAN	UHRF1BP1
URM1_HUMAN	URM1
URP2_HUMAN	FERMT3
USE1_HUMAN	USE1
USO1_HUMAN	USO1
USP9X_HUMAN	USP9X
UT1_HUMAN	SLC14A1
UT14A_HUMAN	UTP14A
VA0D1_HUMAN	ATP6V0D1
VAC14_HUMAN	VAC14
VAMP2_HUMAN	VAMP2
VAMP3_HUMAN	VAMP3
VAMP8_HUMAN	VAMP8
VAPA_HUMAN	VAPA
VAPB_HUMAN	VAPB
VASP_HUMAN	VASP
VAT1_HUMAN	VAT1
VATA_HUMAN	ATP6V1A
VATB2_HUMAN	ATP6V1B2
VATC1_HUMAN	ATP6V1C1
VATD_HUMAN	ATP6V1D
VATE1_HUMAN	ATP6V1E1
VATF_HUMAN	ATP6V1F
VATG1_HUMAN	ATP6V1G1
VATH_HUMAN	ATP6V1H
VCIP1_HUMAN	VCPIP1
VDAC1_HUMAN	VDAC1
VDAC2_HUMAN	VDAC2
VDAC3_HUMAN	VDAC3
VEZA_HUMAN	VEZT
VIGLN_HUMAN	HDLBP
VIME_HUMAN	VIM
VINC_HUMAN	VCL
VINEX_HUMAN	SORBS3
VKORL_HUMAN	VKORC1L1
VP13A_HUMAN	VPS13A
VP13C_HUMAN	VPS13C
VP26A_HUMAN	VPS26A
VP26B_HUMAN	VPS26B
VP37A_HUMAN	VPS37A
VP37C_HUMAN	VPS37C
VPP1_HUMAN	ATP6V0A1
VPS16_HUMAN	VPS16
VPS18_HUMAN	VPS18
VPS25_HUMAN	VPS25
VPS28_HUMAN	VPS28
VPS29_HUMAN	VPS29
VPS35_HUMAN	VPS35
VPS36_HUMAN	VPS36
VPS41_HUMAN	VPS41
VPS45_HUMAN	VPS45
VPS4A_HUMAN	VPS4A
VPS4B_HUMAN	VPS4B
VPS50_HUMAN	VPS50
VPS51_HUMAN	VPS51
VPS52_HUMAN	VPS52
VTA1_HUMAN	VTA1
VTDB_HUMAN	GC
VTI1B_HUMAN	VTI1B
VTNC_HUMAN	VTN
VWA1_HUMAN	VWA1
VWA8_HUMAN	VWA8
VWF_HUMAN	VWF
WASF2_HUMAN	WASF2
WASH3_HUMAN	WASH3P
WASL_HUMAN	WASL
WBP2_HUMAN	WBP2
WBP4_HUMAN	WBP4
WDR1_HUMAN	WDR1
WDR13_HUMAN	WDR13
WDR26_HUMAN	WDR26
WDR36_HUMAN	WDR36
WDR37_HUMAN	WDR37
WDR44_HUMAN	WDR44
WDR48_HUMAN	WDR48
WDR5_HUMAN	WDR5
WDR59_HUMAN	WDR59
WDR61_HUMAN	WDR61
WDR82_HUMAN	WDR82
WDR91_HUMAN	WDR91
WFS1_HUMAN	WFS1
WIPI2_HUMAN	WIPI2
WIPI4_HUMAN	WDR45
WNK1_HUMAN	WNK1
WRP73_HUMAN	WRAP73
XIAP_HUMAN	XIAP
XIRP1_HUMAN	XIRP1
XIRP2_HUMAN	XIRP2
XPO1_HUMAN	XPO1
XPO2_HUMAN	CSE1L
XPO4_HUMAN	XPO4
XPO7_HUMAN	XPO7
XPOT_HUMAN	XPOT
XPP1_HUMAN	XPNPEP1
XPP3_HUMAN	XPNPEP3
XRCC5_HUMAN	XRCC5
XRCC6_HUMAN	XRCC6
XRN1_HUMAN	XRN1
XRP2_HUMAN	RP2
YAF2_HUMAN	YAF2
YBOX1_HUMAN	YBX1
YBOX3_HUMAN	YBX3
YIF1A_HUMAN	YIF1A
YIF1B_HUMAN	YIF1B
YKT6_HUMAN	YKT6
YLPM1_HUMAN	YLPM1
YMEL1_HUMAN	YME1L1
YTHD3_HUMAN	YTHDF3
Z3H7B_HUMAN	ZC3H7B
ZA2G_HUMAN	AZGP1
ZC3HE_HUMAN	ZC3H14
ZC3HF_HUMAN	ZC3H15
ZCH18_HUMAN	ZC3H18
ZCHC8_HUMAN	ZCCHC8
ZER1_HUMAN	ZER1
ZFAT_HUMAN	ZFAT
ZFP91_HUMAN	ZFP91
ZFR_HUMAN	ZFR
ZFYV9_HUMAN	ZFYVE9
ZN207_HUMAN	ZNF207
ZN333_HUMAN	ZNF333
ZN512_HUMAN	ZNF512
ZN638_HUMAN	ZNF638
ZNT9_HUMAN	SLC30A9
ZO1_HUMAN	TJP1
ZO2_HUMAN	TJP2
ZPI_HUMAN	SERPINA10
ZPR1_HUMAN	ZPR1
ZRAB2_HUMAN	ZRANB2
ZW10_HUMAN	ZW10
ZYX_HUMAN	ZYX
ZZEF1_HUMAN	ZZEF1
2A5G_HUMAN	PPP2R5C
2AAB_HUMAN	PPP2R1B
8ODP_HUMAN	NUDT1
AAR2_HUMAN	AAR2
ABD12_HUMAN	ABHD12
ACBD5_HUMAN	ACBD5
ACD10_HUMAN	ACAD10
ACOT1_HUMAN	ACOT1
ACSL6_HUMAN	ACSL6
ACSM3_HUMAN	ACSM3
ACSM5_HUMAN	ACSM5
ACTB_HUMAN	ACTB
ACTC_HUMAN	ACTC1
ACTG_HUMAN	ACTG1
ACYP1_HUMAN	ACYP1
ADCK5_HUMAN	ADCK5
ADH1G_HUMAN	ADH1C
ADPGK_HUMAN	ADPGK
ADPRH_HUMAN	ADPRH
AFAD_HUMAN	AFDN
AGO4_HUMAN	AGO4
AHNK2_HUMAN	AHNAK2
AINX_HUMAN	INA
AIP_HUMAN	AIP
AKA7G_HUMAN	AKAP7
AKCL2_HUMAN	AKR1E2
AL1A3_HUMAN	ALDH1A3
AL1L2_HUMAN	ALDH1L2
ALKB3_HUMAN	ALKBH3
AMACR_HUMAN	AMACR
AMZ2_HUMAN	AMZ2
ANDR_HUMAN	AR
ANGL2_HUMAN	ANGPTL2
ANKZ1_HUMAN	ANKZF1
ANM3_HUMAN	PRMT3
ANM7_HUMAN	PRMT7
ANR27_HUMAN	ANKRD27
AP2S1_HUMAN	AP2S1
AP3B1_HUMAN	AP3B1
AP3D1_HUMAN	AP3D1
AP4B1_HUMAN	AP4B1
AP4M1_HUMAN	AP4M1
APC7_HUMAN	ANAPC7
AR6P4_HUMAN	ARL6IP4
ARC1B_HUMAN	ARPC1B
ARF1_HUMAN	ARF1
ARHGC_HUMAN	ARHGEF12
ARMX1_HUMAN	ARMCX1
ARMX3_HUMAN	ARMCX3
ARP19_HUMAN	ARPP19
ARPIN_HUMAN	ARPIN
ARRB2_HUMAN	ARRB2
ASB11_HUMAN	ASB11
ASB4_HUMAN	ASB4
ASB5_HUMAN	ASB5
ASC_HUMAN	PYCARD
ASPG_HUMAN	AGA
AT12A_HUMAN	ATP12A
AT2C1_HUMAN	ATP2C1
ATD3B_HUMAN	ATAD3B
ATD3C_HUMAN	ATAD3C
ATG4A_HUMAN	ATG4A
ATP5J_HUMAN	ATP5PF
BABA1_HUMAN	BABAM1
BAG1_HUMAN	BAG1
BCAS3_HUMAN	BCAS3
BECN1_HUMAN	BECN1
BGAL_HUMAN	GLB1
BL1S1_HUMAN	BLOC1S1
BL1S2_HUMAN	BLOC1S2
BOLA2_HUMAN	BOLA2
BOLA2_HUMAN	BOLA2B
BOLA3_HUMAN	BOLA3
BRAP_HUMAN	BRAP
BTBD1_HUMAN	BTBD1
BYST_HUMAN	BYSL
C1QR1_HUMAN	CD93
C99L2_HUMAN	CD99L2
CA050_HUMAN	C1orf50
CA2D2_HUMAN	CACNA2D2
CAC1F_HUMAN	CACNA1F
CACB2_HUMAN	CACNB2
CACB3_HUMAN	CACNB3
CAH14_HUMAN	CA14
CALL3_HUMAN	CALML3
CAPG_HUMAN	CAPG
CASP7_HUMAN	CASP7
CASPE_HUMAN	CASP14
CATL2_HUMAN	CTSV
CBR3_HUMAN	CBR3
CBX5_HUMAN	CBX5
CC033_HUMAN	C3orf33
CC90B_HUMAN	CCDC90B
CCAR1_HUMAN	CCAR1
CCD18_HUMAN	CCDC18
CCD54_HUMAN	CCDC54
CCD91_HUMAN	CCDC91
CCD97_HUMAN	CCDC97
CCDB1_HUMAN	CCNDBP1
CCPG1_HUMAN	CCPG1
CCZ1B_HUMAN	CCZ1B
CD37L_HUMAN	CDC37L1
CD44_HUMAN	CD44
CD5L_HUMAN	CD5L
CDC27_HUMAN	CDC27
CDK2_HUMAN	CDK2
CDK3_HUMAN	CDK3
CDK4_HUMAN	CDK4
CDSN_HUMAN	CDSN
CELF1_HUMAN	CELF1
CELF2_HUMAN	CELF2
CF136_HUMAN	C6orf136
CFAD_HUMAN	CFD
CHAD_HUMAN	CHAD
CHC10_HUMAN	CHCHD10
CHCH1_HUMAN	CHCHD1
CL16A_HUMAN	CLEC16A
CLIP2_HUMAN	CLIP2
CLP1L_HUMAN	CLPTM1L
CMTR1_HUMAN	CMTR1
CNDP1_HUMAN	CNDP1
CNKR1_HUMAN	CNKSR1
CNN2_HUMAN	CNN2
CNNM4_HUMAN	CNNM4
CNST_HUMAN	CNST
CO2A1_HUMAN	COL2A1
CO5A2_HUMAN	COL5A2
COA1_HUMAN	COA1
COA7_HUMAN	COA7
COG6_HUMAN	COG6
COG8_HUMAN	COG8
COMD7_HUMAN	COMMD7
COMD8_HUMAN	COMMD8
COMP_HUMAN	COMP
CP20A_HUMAN	CYP20A1
CP27A_HUMAN	CYP27A1
CPEB4_HUMAN	CPEB4
CPNS2_HUMAN	CAPNS2
CPSF7_HUMAN	CPSF7
CPTP_HUMAN	CPTP
CREL1_HUMAN	CRELD1
CROCC_HUMAN	CROCC
CRTC1_HUMAN	CRTC1
CS047_HUMAN	C19orf47
CSRP2_HUMAN	CSRP2
CSTF2_HUMAN	CSTF2
CTBP2_HUMAN	CTBP2
CTCF_HUMAN	CTCF
CUED2_HUMAN	CUEDC2
